Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
667,0.656959616,0.652738592,0.647557206,0.652786105,0.648138371,3.258,0.70256,70.256,27.474,41.267,42.194,51.645,53.782,55.493,1298.507,1267.781,1302.296,1289.812,4.796,2.11,23.038,21.204,1.99,49.595
667.5,0.65688754,0.652553114,0.64752509,0.652644985,0.648011616,3.258,0.70256,70.256,27.436,41.696,42.073,51.567,53.766,55.454,1299.417,1267.553,1298.133,1285.426,4.795,2.13,23.038,21.204,1.993,49.586
668,0.656809687,0.652420444,0.64750858,0.652444264,0.647885494,3.256,0.70256,70.256,27.427,41.217,42.044,51.457,53.659,55.37,1300.725,1270,1295.111,1281.952,4.797,2.15,23.034,21.255,1.995,50.046
668.5,0.65670434,0.652340891,0.647451223,0.65221973,0.647767096,3.26,0.70256,70.256,27.436,41.284,42.38,51.632,53.858,55.489,1298.791,1268.065,1303.209,1289.47,4.797,2.171,23.036,21.263,1.989,49.967
669,0.656570186,0.65230758,0.647331721,0.652012321,0.64767064,3.252,0.70261,70.261,27.42,41.354,42.224,51.559,53.764,55.449,1302.375,1272.106,1297.449,1284.116,4.794,2.058,23.034,21.234,1.986,49.908
669.5,0.656422425,0.652322784,0.647171993,0.651851463,0.647610019,3.257,0.70256,70.256,27.482,41.406,42.33,51.612,53.775,55.475,1301.977,1270.171,1304.578,1291.293,4.796,2.113,23.036,21.266,1.986,50.19
670,0.656281189,0.652382334,0.647017364,0.651743393,0.647576802,3.254,0.70256,70.256,27.477,41.374,42.432,51.612,53.747,55.419,1299.929,1269.545,1302.182,1289.243,4.814,2.112,23.038,21.263,1.982,50.279
670.5,0.656168534,0.652458278,0.646912894,0.651673221,0.647537193,3.254,0.70256,70.256,27.523,41.476,42.232,51.575,53.78,55.444,1300.27,1269.943,1300.072,1287.192,4.795,2.149,23.036,21.265,1.993,49.957
671,0.656104952,0.652517691,0.646879123,0.651617769,0.647460451,3.256,0.70251,70.251,27.535,41.559,42.299,51.68,53.855,55.501,1303.513,1271.992,1296.422,1282.578,4.793,2.09,23.036,21.31,1.989,49.923
671.5,0.65610052,0.652548096,0.646898587,0.651564024,0.647353298,3.254,0.70251,70.251,27.543,41.36,42.399,51.661,53.857,55.453,1301.579,1271.366,1304.863,1291.122,4.795,2.171,23.036,21.257,1.993,50.126
672,0.656145834,0.652538479,0.646928962,0.651519537,0.647257559,3.253,0.70256,70.256,27.579,41.558,42.261,51.671,53.867,55.448,1297.767,1266.756,1299.673,1286.281,4.816,2.171,23.034,21.2,1.992,49.927
672.5,0.656205102,0.652448695,0.646927741,0.651494388,0.647206262,3.255,0.70256,70.256,27.615,42.219,42.266,51.617,53.798,55.415,1299.133,1267.61,1301.042,1288.787,4.797,2.122,23.038,21.265,1.997,49.872
673,0.656220378,0.652238968,0.646861873,0.651472638,0.647185236,3.255,0.70251,70.251,27.598,41.421,42.244,51.697,53.873,55.454,1298.052,1267.724,1301.897,1288.901,4.795,2.09,23.038,21.261,1.992,49.971
673.5,0.656139328,0.651942043,0.646711516,0.651423191,0.647145762,3.256,0.70256,70.256,27.607,41.694,42.365,51.587,53.727,55.414,1299.133,1267.895,1298.647,1285.312,4.795,2.09,23.036,21.208,1.992,50.38
674,0.655958176,0.651679211,0.646489294,0.651346047,0.647057701,3.252,0.70261,70.261,27.61,41.767,42.388,51.674,53.811,55.46,1300.612,1268.805,1295.681,1282.123,4.796,2.149,23.036,21.206,1.983,49.993
674.5,0.655741645,0.651577586,0.646259853,0.65128892,0.646945455,3.25,0.70256,70.256,27.668,41.66,42.235,51.541,53.758,55.286,1301.18,1269.773,1299.73,1286.452,4.805,2.068,23.034,21.268,1.991,50.185
675,0.65558539,0.651667399,0.646116139,0.651305003,0.646865285,3.248,0.70261,70.261,27.696,41.591,42.136,51.659,53.817,55.469,1297.54,1267.269,1295.453,1282.407,4.795,2.15,23.036,21.204,1.997,49.731
675.5,0.655540763,0.651866467,0.646111171,0.651397543,0.646850457,3.252,0.70251,70.251,27.699,41.701,42.313,51.623,53.775,55.374,1301.92,1270.683,1298.59,1285.483,4.795,2.091,23.038,21.261,1.999,50.154
676,0.655573021,0.652055941,0.646208034,0.651507176,0.646885125,3.253,0.70251,70.251,27.732,41.73,42.4,51.643,53.795,55.394,1302.944,1272.39,1301.099,1288.787,4.795,2.091,23.039,21.268,1.997,50.29
676.5,0.655599663,0.652154261,0.646304372,0.651552855,0.646926409,3.254,0.70251,70.251,27.731,41.682,42.339,51.669,53.836,55.485,1303.171,1271.707,1302.125,1289.3,4.796,2.11,23.034,21.27,1.989,50.021
677,0.655568476,0.652132287,0.646315182,0.651492736,0.646937244,3.255,0.70266,70.266,27.732,41.612,42.223,51.585,53.796,55.448,1305.276,1273.13,1296.479,1283.148,4.795,2.15,23.036,21.265,2.002,50.096
677.5,0.655492542,0.652003215,0.646238647,0.651352886,0.646897264,3.251,0.70261,70.261,27.673,41.458,42.322,51.648,53.773,55.461,1300.327,1269.545,1296.365,1283.148,4.796,2.15,23.034,21.268,2.004,50.236
678,0.655416345,0.651820675,0.646144566,0.651204628,0.646802769,3.251,0.70256,70.256,27.59,41.538,42.29,51.535,53.743,55.469,1299.531,1268.577,1295.339,1281.895,4.797,2.149,23.034,21.2,2.005,49.731
678.5,0.655366904,0.651661113,0.646096746,0.651119966,0.646672825,3.25,0.70251,70.251,27.598,41.584,42.029,51.575,53.723,55.414,1301.635,1270.626,1300.015,1287.135,4.797,2.131,23.036,21.265,2.012,49.834
679,0.655343327,0.651574806,0.646087491,0.651139239,0.646548179,3.25,0.70256,70.256,27.569,41.521,42.347,51.702,53.776,55.458,1303.569,1275.065,1300.186,1288.673,4.797,2.192,23.03,20.856,2.005,49.85
679.5,0.65533322,0.651548412,0.646051885,0.651253553,0.64646509,3.249,0.70256,70.256,27.569,41.253,42.088,51.611,53.75,55.423,1300.555,1269.829,1299.559,1286.964,4.795,2.09,23.036,21.259,2.021,49.476
680,0.655323016,0.651522384,0.645943803,0.651402616,0.646424138,3.255,0.70256,70.256,27.569,41.385,42.27,51.513,53.689,55.409,1303.513,1271.992,1300.072,1287.762,4.796,2.171,23.036,21.263,2.008,49.942
680.5,0.655297963,0.651442471,0.645784868,0.651501615,0.646392834,3.248,0.70256,70.256,27.561,41.341,42.36,51.57,53.769,55.371,1299.019,1268.293,1294.312,1281.895,4.793,2.15,23.038,21.259,2.01,50.146
681,0.65524331,0.651296968,0.645634759,0.651488032,0.646341213,3.251,0.70256,70.256,27.589,41.721,42.1,51.679,53.813,55.456,1300.043,1269.033,1302.239,1290.723,4.796,2.113,23.036,21.263,2.009,49.773
681.5,0.655154227,0.651129559,0.645534962,0.651357114,0.64627323,3.251,0.70251,70.251,27.593,41.66,42.298,51.567,53.699,55.333,1299.758,1268.236,1304.92,1293.116,4.796,2.112,23.036,21.204,2.019,50.36
682,0.655054495,0.651029037,0.645502004,0.651166718,0.64622473,3.249,0.70256,70.256,27.639,41.479,42.258,51.681,53.78,55.402,1301.237,1271.024,1302.125,1288.901,4.799,2.193,23.036,21.265,2.007,50.17
682.5,0.65499554,0.65107749,0.645554692,0.651004238,0.646232991,3.243,0.70251,70.251,27.61,42.65,42.362,51.678,53.814,55.428,1295.777,1265.675,1297.05,1284.629,4.796,2.068,23.036,21.268,2.01,50.04
683,0.655014211,0.651279463,0.645708926,0.650930763,0.646307984,3.25,0.70256,70.256,27.653,41.771,42.174,51.655,53.821,55.449,1302.09,1271.48,1300.015,1287.591,4.796,2.113,23.034,21.265,2.017,49.971
683.5,0.655091748,0.651551461,0.645944712,0.650951842,0.64643025,3.251,0.70251,70.251,27.639,41.58,42.336,51.704,53.862,55.481,1301.294,1270.455,1302.125,1289.869,4.796,2.113,23.036,21.272,2.018,50.078
684,0.655173261,0.651794673,0.646203331,0.651040762,0.646567534,3.251,0.70251,70.251,27.582,41.717,42.172,51.524,53.593,55.115,1301.067,1270.114,1300.186,1288.844,4.795,2.091,22.96,21.202,2.012,50.565
684.5,0.655227499,0.65196574,0.646423818,0.651172451,0.646684898,3.252,0.70256,70.256,27.598,41.717,42.252,51.586,53.693,55.375,1302.204,1270.911,1300.015,1287.591,4.796,2.091,23.036,21.206,2.02,50.144
685,0.65527206,0.652071528,0.646579792,0.651324892,0.646746125,3.252,0.70251,70.251,27.564,41.386,42.331,51.71,53.794,55.41,1297.881,1267.667,1300.985,1288.844,4.812,2.082,23.039,21.265,2.038,50.058
685.5,0.655341383,0.652121987,0.646683217,0.651466964,0.646726592,3.252,0.70256,70.256,27.578,41.569,42.449,51.666,53.842,55.467,1300.441,1270.398,1300.643,1289.015,4.795,2.09,23.034,21.266,2.019,50.103
686,0.655447542,0.652113096,0.64675305,0.651567739,0.646635218,3.255,0.70256,70.256,27.527,41.606,42.426,51.627,53.761,55.389,1301.579,1270.057,1305.718,1292.831,4.798,2.172,23.036,21.23,2.018,50.354
686.5,0.655573579,0.652049478,0.646784167,0.651613991,0.646514265,3.251,0.70256,70.256,27.527,41.867,42.327,51.587,53.769,55.423,1300.896,1270.398,1295.054,1282.863,4.796,2.093,23.036,21.266,2.016,49.967
687,0.655684831,0.651958263,0.646752606,0.651605503,0.64640718,3.252,0.70242,70.242,27.52,41.547,42.18,51.607,53.764,55.41,1299.588,1270,1303.494,1291.122,4.808,2.194,23.036,21.266,2.008,50.135
687.5,0.655739576,0.651873896,0.646646697,0.651541289,0.646331623,3.255,0.70261,70.261,27.541,41.537,42.366,51.569,53.724,55.391,1301.123,1270.057,1300.186,1287.932,4.8,2.193,23.039,21.276,2.016,50.241
688,0.655706581,0.65182369,0.646484244,0.65142338,0.646288912,3.25,0.70256,70.256,27.506,41.523,42.229,51.582,53.764,55.362,1301.522,1271.024,1305.034,1292.034,4.794,2.192,23.036,21.331,2.009,50.031
688.5,0.65559047,0.651822794,0.64630161,0.65126763,0.646285323,3.253,0.70251,70.251,27.518,41.831,42.354,51.613,53.715,55.325,1302.318,1271.309,1301.213,1289.584,4.793,2.186,23.038,21.265,2.012,50.274
689,0.655437456,0.651858787,0.646133909,0.651098955,0.646327953,3.247,0.70261,70.261,27.526,41.708,42.394,51.692,53.746,55.428,1300.782,1270.228,1294.712,1282.237,4.793,2.112,23.036,21.265,2.018,50.17
689.5,0.655304798,0.651880286,0.646004218,0.650939458,0.646410281,3.254,0.70251,70.251,27.518,41.436,42.342,51.632,53.82,55.445,1300.441,1269.374,1302.182,1289.926,4.788,2.114,22.967,21.266,2.023,49.953
690,0.655220765,0.651826826,0.645921206,0.650808177,0.646515203,3.248,0.70251,70.251,27.54,41.454,42.223,51.644,53.766,55.401,1295.435,1265.391,1305.49,1293.23,4.797,2.121,23.036,21.2,2.027,50.041
690.5,0.655175921,0.651679826,0.645875993,0.650725107,0.646620783,3.252,0.70256,70.256,27.511,41.635,42.411,51.572,53.757,55.329,1299.588,1268.521,1298.761,1285.939,4.793,2.15,23.036,21.257,2.035,50.422
691,0.655144136,0.65147253,0.645841273,0.650700077,0.646688235,3.247,0.70256,70.256,27.514,41.37,42.282,51.629,53.863,55.477,1298.734,1268.065,1302.981,1290.325,4.8,2.112,23.036,21.261,2.05,49.896
691.5,0.65510327,0.651253631,0.645790388,0.650717544,0.646663144,3.252,0.70251,70.251,27.53,41.314,42.185,51.671,53.896,55.469,1300.896,1270.854,1305.718,1293.457,4.797,2.131,23.036,21.331,2.033,49.808
692,0.655048068,0.65106283,0.645729124,0.650748491,0.646523894,3.251,0.70256,70.256,27.501,41.383,42.337,51.651,53.853,55.457,1300.1,1269.26,1296.708,1284.116,4.797,2.169,23.036,21.263,2.038,50.027
692.5,0.654999242,0.650940193,0.645698949,0.650785328,0.646334379,3.247,0.70256,70.256,27.457,41.482,42.377,51.645,53.809,55.437,1301.123,1269.943,1304.749,1292.831,4.797,2.113,23.036,21.266,2.034,50.043
693,0.654993791,0.650926731,0.645735467,0.650852022,0.646218965,3.244,0.70251,70.251,27.514,41.562,42.237,51.642,53.805,55.451,1297.824,1267.269,1295.453,1281.952,4.794,2.131,23.036,21.263,2.028,50.091
693.5,0.655053162,0.651034565,0.645826653,0.650962602,0.646260565,3.252,0.70256,70.256,27.556,41.367,42.423,51.644,53.488,55.462,1301.408,1270.911,1304.749,1293.059,4.796,2.131,23.036,21.261,2.039,50.117
694,0.655157366,0.65122334,0.645920624,0.651073233,0.646424532,3.246,0.70256,70.256,27.508,41.185,42.273,51.644,53.858,55.486,1299.303,1268.805,1295.966,1282.578,4.795,2.15,23.036,21.236,2.045,49.856
694.5,0.655248851,0.651413341,0.645971227,0.651097571,0.646590901,3.255,0.70256,70.256,27.515,41.159,42.178,51.609,53.587,55.472,1300.327,1269.488,1303.551,1291.065,4.796,2.112,23.038,21.268,2.012,49.876
695,0.655266164,0.651524223,0.645970721,0.650986664,0.646659607,3.254,0.70261,70.261,27.498,41.378,42.357,51.622,53.818,55.459,1300.384,1268.748,1305.148,1293.401,4.796,2.112,23.034,21.268,2.035,50.028
695.5,0.655188454,0.651513091,0.645945612,0.650791694,0.646621613,3.246,0.70256,70.256,27.43,41.047,42.18,51.602,53.848,55.485,1297.767,1267.667,1301.213,1289.983,4.835,2.091,22.982,21.196,2.038,49.622
696,0.655055226,0.651390496,0.64592676,0.650631482,0.646539522,3.252,0.70256,70.256,27.375,41.488,42.412,51.631,53.824,55.488,1301.92,1271.65,1297.563,1284.401,4.795,2.151,23.036,21.263,2.043,49.978
696.5,0.654944126,0.651215493,0.645922612,0.650592169,0.646479729,3.247,0.70251,70.251,27.405,41.327,42.299,51.634,53.771,55.467,1301.806,1271.366,1301.213,1288.616,4.795,2.171,23.036,21.272,2.034,49.838
697,0.654924415,0.65107441,0.645913248,0.65066293,0.646460689,3.247,0.70256,70.256,27.463,41.438,42.334,51.619,53.83,55.497,1300.1,1269.829,1305.718,1292.261,4.798,2.149,23.036,21.209,2.046,50.066
697.5,0.655013774,0.651037619,0.645869814,0.650762477,0.646446918,3.251,0.70256,70.256,27.423,41.633,42.408,51.535,53.761,55.398,1301.18,1270.171,1301.783,1289.129,4.797,2.113,23.038,21.263,2.035,50.246
698,0.655160323,0.651114789,0.645786248,0.650810242,0.646387363,3.249,0.70256,70.256,27.375,41.352,42.185,51.563,53.603,55.149,1300.27,1269.545,1295.396,1282.066,4.796,2.151,23.034,21.196,2.031,50.628
698.5,0.655272986,0.651248449,0.645690523,0.650775907,0.646268527,3.25,0.70256,70.256,27.454,41.477,42.321,51.511,53.491,55.235,1303.285,1272.219,1301.099,1288.787,4.796,2.109,23.038,21.327,2.027,50.573
699,0.655289635,0.651352141,0.645615543,0.650687061,0.646131366,3.25,0.70256,70.256,27.454,41.606,42.308,51.594,53.554,55.203,1302.432,1272.106,1299.901,1286.508,4.795,2.069,23.036,21.198,2.028,50.612
699.5,0.655221794,0.651364966,0.64556087,0.650603369,0.646034928,3.249,0.70251,70.251,27.478,41.764,42.259,51.627,53.761,55.389,1299.531,1268.577,1295.396,1282.977,4.815,2.09,23.036,21.211,2.032,50.015
700,0.655122049,0.651284464,0.645489542,0.650565496,0.646003624,3.245,0.70256,70.256,27.56,41.601,42.345,51.737,53.806,55.429,1299.986,1269.602,1300.015,1287.591,4.796,2.069,23.036,21.266,2.031,49.956
700.5,0.655013735,0.65115227,0.645367001,0.650555425,0.646007423,3.252,0.70256,70.256,27.601,41.37,42.238,51.715,53.559,55.503,1300.27,1268.862,1300.3,1287.705,4.795,2.109,23.036,21.268,2.008,49.641
701,0.654875346,0.65101135,0.645200065,0.650516003,0.645992874,3.247,0.70251,70.251,27.546,41.497,42.256,51.599,53.426,55.211,1300.498,1269.147,1297.791,1284.23,4.794,2.149,23.036,21.284,2.027,50.506
701.5,0.654694377,0.650887922,0.645030391,0.650417452,0.64593524,3.248,0.70256,70.256,27.587,41.398,42.276,51.533,53.655,55.34,1299.303,1268.236,1296.594,1283.661,4.796,2.149,23.036,21.221,2.035,50.309
702,0.654507655,0.650814041,0.64489594,0.650294037,0.645859143,3.245,0.70256,70.256,27.743,41.135,42.328,51.556,53.625,55.49,1299.36,1268.976,1303.38,1289.641,4.796,2.194,23.036,21.261,2.024,49.822
702.5,0.654372781,0.650837669,0.64481155,0.650210916,0.645807777,3.245,0.70256,70.256,27.648,41.772,42.399,51.676,53.789,55.38,1300.668,1269.829,1301.156,1289.072,4.797,2.094,22.967,21.27,2.04,50.223
703,0.654313323,0.650978012,0.644776618,0.65020609,0.645794685,3.243,0.70256,70.256,27.642,41.591,42.255,51.588,53.779,55.416,1300.156,1269.772,1303.494,1291.179,4.786,2.091,23.036,21.266,2.041,49.853
703.5,0.65430671,0.651172546,0.644776687,0.650267406,0.6457886,3.249,0.70256,70.256,27.621,41.637,42.241,51.571,53.697,55.187,1299.588,1268.862,1303.209,1291.122,4.796,2.101,22.965,21.265,2.03,50.412
704,0.654317641,0.651301039,0.64478391,0.650351573,0.645747579,3.247,0.70251,70.251,27.651,41.714,42.344,51.621,53.817,55.44,1300.953,1269.943,1297.734,1285.028,4.795,2.068,23.036,21.27,2.038,50.046
704.5,0.654326805,0.651283688,0.644784718,0.650415939,0.645666847,3.248,0.70256,70.256,27.76,41.374,42.388,51.579,53.761,55.407,1301.465,1271.252,1296.651,1284.287,4.796,2.069,23.036,21.265,2.042,50.042
705,0.654329565,0.651149484,0.644806613,0.650435087,0.645586513,3.246,0.70247,70.247,27.87,43.225,42.313,51.717,53.809,55.479,1300.498,1269.716,1296.365,1283.661,4.795,2.129,23.036,21.27,2.044,49.647
705.5,0.654324589,0.650999636,0.644889377,0.650399051,0.645548816,3.243,0.70251,70.251,27.679,41.333,42.253,51.705,53.818,55.464,1299.303,1270.626,1303.437,1291.464,4.797,2.069,23.036,21.2,2.008,49.833
706,0.654308507,0.650910852,0.645021659,0.650312029,0.645554993,3.247,0.70256,70.256,27.581,41.542,42.4,51.593,53.815,55.441,1298.905,1268.065,1294.255,1282.237,4.799,2.129,23.039,21.257,2.015,50.087
706.5,0.654277934,0.650880792,0.645135382,0.650202984,0.645575606,3.249,0.70261,70.261,27.491,41.407,42.359,51.716,53.874,55.479,1300.27,1268.521,1300.129,1288.046,4.796,2.069,23.036,21.27,2.015,49.864
707,0.654241881,0.65085527,0.645176637,0.650126698,0.645596546,3.244,0.70251,70.251,27.478,41.553,42.302,51.677,53.855,55.454,1298.507,1268.464,1304.178,1291.977,4.801,2.171,23.038,21.23,2.02,49.854
707.5,0.654232622,0.650792259,0.645161034,0.650133698,0.645639164,3.246,0.70242,70.242,27.477,41.736,42.273,51.711,53.552,55.426,1301.123,1270.626,1298.989,1286.736,4.816,2.149,23.036,21.265,2.01,50.029
708,0.65428892,0.650703849,0.645148188,0.650232181,0.645733251,3.245,0.70261,70.261,27.471,41.557,42.428,51.694,53.807,55.468,1299.531,1269.772,1298.247,1285.939,4.799,2.149,23.036,21.259,2.019,49.966
708.5,0.654418427,0.650651183,0.645181528,0.650387784,0.645877103,3.246,0.70251,70.251,27.439,41.609,42.301,51.704,53.844,55.395,1301.977,1270.967,1304.749,1293.059,4.795,2.113,23.036,21.268,2.014,50.068
709,0.65457892,0.650695798,0.645259601,0.65055622,0.646025266,3.246,0.70256,70.256,27.379,41.636,42.437,51.591,53.807,55.474,1300.384,1268.407,1295.909,1283.205,4.796,2.049,23.036,21.265,2.016,50.091
709.5,0.654702249,0.650844412,0.64534954,0.650705043,0.646116683,3.25,0.70247,70.247,27.376,41.325,42.353,51.531,53.713,55.409,1300.725,1269.488,1305.775,1292.375,4.799,2.113,23.038,21.331,2.027,49.832
710,0.654740382,0.651037253,0.645415119,0.650809475,0.646117545,3.248,0.70256,70.256,27.436,41.251,42.27,51.614,53.692,55.436,1299.019,1267.382,1296.536,1284.116,4.798,2.13,23.036,21.266,2.021,49.741
710.5,0.654693293,0.651193158,0.645432752,0.650849427,0.646037826,3.25,0.70256,70.256,27.527,40.962,42.275,51.591,53.799,55.436,1297.654,1267.098,1303.437,1290.78,4.795,2.091,23.038,21.278,2.018,50.096
711,0.654600575,0.651268915,0.645389902,0.650820018,0.645912278,3.247,0.70256,70.256,27.633,40.89,42.443,51.593,53.801,55.456,1300.668,1269.829,1300.814,1288.73,4.796,2.069,23.036,21.259,2.024,50.023
711.5,0.654512738,0.651281933,0.645283135,0.650741172,0.645777,3.25,0.70256,70.256,27.622,41.01,42.422,51.583,53.85,55.478,1301.806,1270.683,1295.453,1282.009,4.797,2.128,23.038,21.27,2.019,49.941
712,0.654464519,0.65128205,0.645130722,0.650650192,0.645661172,3.244,0.70251,70.251,27.676,41.094,42.267,51.482,53.643,55.16,1299.303,1268.464,1304.578,1292.261,4.796,2.171,23.036,21.202,2.012,50.526
712.5,0.654456356,0.65130245,0.644982425,0.650582229,0.645584948,3.248,0.70251,70.251,27.651,41.136,42.351,51.633,53.65,55.47,1300.441,1269.374,1294.255,1281.952,4.793,2.063,23.036,21.268,1.998,49.856
713,0.654451318,0.651338019,0.644898763,0.650555764,0.645556704,3.245,0.70256,70.256,27.717,40.782,42.474,51.62,53.86,55.483,1298.734,1268.008,1298.761,1285.483,4.795,2.13,23.036,21.215,2.031,50.084
713.5,0.654403077,0.651367469,0.644906586,0.650571685,0.645574035,3.249,0.70247,70.247,27.757,40.946,42.24,51.649,53.866,55.497,1299.189,1268.748,1300.015,1288.616,4.815,2.068,23.038,21.282,2.022,49.703
714,0.65429803,0.651379603,0.644971224,0.650614129,0.645623263,3.245,0.70256,70.256,27.789,41.146,42.266,51.519,53.759,55.394,1299.303,1268.521,1297.848,1285.483,4.796,2.068,23.001,21.27,2.027,50.246
714.5,0.654163687,0.651365504,0.645013039,0.650647637,0.645676479,3.247,0.70251,70.251,27.81,40.891,42.409,51.477,53.652,55.124,1296.459,1266.074,1295.225,1282.066,4.796,2.128,23.036,21.272,2.019,50.9
715,0.654038479,0.651301924,0.644960239,0.650627857,0.645699601,3.249,0.70256,70.256,27.804,40.897,42.264,51.58,53.809,55.405,1299.417,1268.122,1305.775,1293.514,4.796,2.09,23.036,21.211,2.016,49.85
715.5,0.653951036,0.651174537,0.644806058,0.650534977,0.645676479,3.248,0.70256,70.256,27.803,40.613,42.126,51.57,53.802,55.413,1298.45,1268.577,1305.775,1294.369,4.796,2.088,23.036,21.268,2.023,49.685
716,0.653928983,0.651021455,0.644624926,0.650400263,0.645623196,3.243,0.70256,70.256,27.835,40.835,42.405,51.621,53.844,55.449,1300.612,1270.057,1295.909,1284.173,4.816,2.126,23.038,21.27,2.026,49.966
716.5,0.653998126,0.650927782,0.644523691,0.650289121,0.645573532,3.244,0.70261,70.261,27.809,40.688,42.334,51.612,53.871,55.493,1297.597,1267.951,1298.818,1285.711,4.797,2.129,23.036,21.265,2.023,49.89
717,0.654150703,0.650957847,0.644565688,0.650252029,0.645553985,3.243,0.70256,70.256,27.847,40.819,42.285,51.564,53.834,55.483,1299.474,1269.26,1303.266,1290.61,4.796,2.17,23.038,21.278,2.025,49.779
717.5,0.654328114,0.651093767,0.644736152,0.650292102,0.645573532,3.247,0.70261,70.261,27.83,40.752,42.201,51.557,53.836,55.423,1299.303,1268.293,1295.966,1282.806,4.799,2.11,23.036,21.274,2.022,49.685
718,0.654458801,0.651244686,0.644964676,0.650376907,0.645623263,3.248,0.70256,70.256,27.864,41.054,42.204,51.552,53.764,55.398,1299.815,1268.805,1300.072,1287.648,4.797,2.156,23.038,21.268,2.016,49.922
718.5,0.654511259,0.651321091,0.645163395,0.650476195,0.645676849,3.247,0.70256,70.256,27.839,40.695,42.29,51.521,53.777,55.42,1303.001,1271.935,1301.213,1288.844,4.795,2.047,23.036,21.272,2.017,50.041
